id,answer
CORP-TAX-001,The taxable basis for the income tax is the tax base for the income tax.
CORP-TAX-002,A company is liable to a net loss of income if it is a company that is a company that is a company that is a company that is a company that is a company that is a company
CORP-TAX-003,"232 For persons who are obliged to pay all income to all employees of the company ( 23 EStG) in accordance with the law of the company,  7 Abs 3 KStG, that all income"
CORP-TAX-004,In der EU verfolgt die Mutter -...
CORP-TAX-005,"The tax treatment of an open profit is a tax treatment of a verdeckt profit, which is a tax treatment of a profit."
CORP-TAX-006,nnnnnnnnnnnnnnnnnnnnnnnn
CORP-TAX-007,A German legal representative resigned in sterreich a h- mer relating to a planned company sale in Deutsc h- land.
CORP-TAX-008,                        
CORP-TAX-009,"The group tax calculation is a 100% -ige calculation of the tax legal outcome of inländische group members to the group carrier, dh s both the taxing of the entire group gain as well as the valuation of the entire"
CORP-TAX-010,                        
CORP-TAX-011, 9 Abs 6 Z 7 KStG.
CORP-TAX-012,"3.1. Beteiligungsertragsbefreiung ( 10 Abs 1 KStG) Ist eine inländische Kapitalgesellschaft an einem anderen inländischen Kapita l- gesellschaft beteiligt, so sind die aus"
CORP-TAX-013, 10 KStG (Beteiligungsbefreiung) and  12 Abs. 1 Z 10 KStG (Abzugsverbot für Lizenzgebühren) simultaneously on the same Konzern
CORP-TAX-014,The international monetary fund must be able to provide a comprehensive aid to the country in question.
CORP-TAX-015,"The international taxation principle is a system of tax-neutrality of international taxation, which is a system of tax-neutrality of international taxation."
CORP-TAX-016,Is it possible to make the expenditure for the benefit of the child as an operating expense?
CORP-TAX-017,2.7. Abzugsfähige Nutzungs ( 11 KStG) Neben den nach den Gewinnermittlu ngsvorschriften des EStG zugsfähigen Betriebsausgaben sind 
CORP-TAX-018,"If voluntary expenditure is to be taxed for a specific purpose, then it is taxed for that purpose."
CORP-TAX-019,"(a) EU-Gewerböhung, (b) Spende an favourable recipient, (c) Aufsichtsratsvergütung, (d) License fee an ag-ag"
CORP-TAX-020,When the license fee is not payable to a conglomerate
CORP-TAX-021, 1 Abs 2 KStG
CORP-TAX-022,The following are the aspects of the  7–12 KStG: The following are the aspects of the  7–12 KStG: The following are the aspects of the  7–12 KSt
CORP-TAX-023,A -GmbH and B -GmbH are associated companies (A -GmbH carries at least 25% on the B -GmbH). The B -GmbH
